Relation Data
ID,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5
8873,0.105,0.858,0.208,0.563,0.085
8874,0.928,0.779,0.235,0.910,0.129
8875,0.818,0.342,0.208,0.322,0.469
8876,0.028,0.028,0.991,0.729,0.055
8877,0.514,0.709,0.438,0.871,0.964
8878,0.657,0.219,0.620,0.542,0.999
8879,0.858,0.422,0.572,0.760,0.383
8880,0.308,0.519,0.337,0.832,0.356
8881,0.211,0.941,0.263,0.984,0.854
8882,0.069,0.070,0.817,0.659,0.580
8883,0.103,0.248,0.694,0.051,0.385
8884,0.628,0.690,0.897,0.437,0.995
8885,0.075,0.145,0.385,0.397,0.505
8886,0.863,0.021,0.164,0.481,0.978
8887,0.956,0.912,0.436,0.638,0.844
8888,0.698,0.862,0.301,0.414,0.482
8889,0.594,0.493,0.699,0.983,0.403
8890,0.516,0.433,0.101,0.400,0.414
8891,0.052,0.279,0.601,0.228,0.109
8892,0.597,0.161,0.855,0.211,0.924
8893,0.452,0.879,0.781,0.140,0.128
8894,0.347,0.015,0.324,0.796,0.812
8895,0.469,0.781,0.702,0.906,0.545
8896,0.998,0.118,0.336,0.039,0.886
8897,0.722,0.471,0.584,0.200,0.362
8898,0.637,0.465,0.633,0.002,0.803
8899,0.834,0.886,0.557,0.607,0.789
8900,0.960,0.559,0.574,0.096,0.045
8901,0.302,0.921,0.662,0.597,0.180
8902,0.586,0.936,0.670,0.414,0.955
8903,0.563,0.096,0.289,0.338,0.547
8904,0.873,0.290,0.367,0.057,0.985
8905,0.256,0.398,0.822,0.934,0.781
8906,0.432,0.727,0.461,0.599,0.278
8907,0.845,0.289,0.637,0.449,0.615
8908,0.239,0.738,0.775,0.319,0.726
8909,0.805,0.820,0.308,0.481,0.242
8910,0.988,0.649,0.322,0.160,0.618
8911,0.018,0.928,0.726,0.466,0.671
8912,0.877,0.438,0.734,0.281,0.642
8913,0.844,0.183,0.283,0.868,0.444
8914,0.937,0.121,0.991,0.037,0.320
8915,0.434,0.197,0.831,0.412,0.818
8916,0.787,0.973,0.040,0.243,0.248
8917,0.993,0.641,0.612,0.708,0.850
8918,0.719,0.208,0.022,0.880,0.669
8919,0.988,0.401,0.983,0.348,0.771
8920,0.378,0.785,0.122,0.380,0.919
8921,0.368,0.054,0.697,0.631,0.402
8922,0.536,0.420,0.376,0.124,0.948
8923,0.029,0.052,0.710,0.841,0.093
8924,0.971,0.008,0.764,0.600,0.019
8925,0.471,0.074,0.414,0.775,0.422
8926,0.984,0.335,0.843,0.415,0.663
8927,0.478,0.918,0.593,0.419,0.839
8928,0.546,0.388,0.856,0.019,0.081
8929,0.833,0.446,0.002,0.106,0.034
8930,0.124,0.812,0.439,0.085,0.355
8931,0.616,0.934,0.799,0.634,0.563
8932,0.429,0.156,0.521,0.240,0.609
8933,0.314,0.113,0.119,0.017,0.322
8934,0.356,0.798,0.141,0.458,0.679
8935,0.140,0.332,0.231,0.239,0.653
8936,0.268,0.644,0.493,0.572,0.835
8937,0.280,0.897,0.142,0.587,0.138
8938,0.291,0.554,0.394,0.891,0.926
8939,0.814,0.495,0.463,0.139,0.606
8940,0.929,0.356,0.426,0.849,0.253
8941,0.175,0.995,0.223,0.510,0.192
8942,0.948,0.419,0.661,0.579,0.902
8943,0.235,0.062,0.165,0.205,0.945
8944,0.134,0.171,0.904,0.537,0.057
8945,0.414,0.269,0.527,0.179,0.871
8946,0.003,0.074,0.853,0.364,0.197
8947,0.001,0.565,0.332,0.761,0.170
8948,0.568,0.326,0.299,0.382,0.687
8949,0.891,0.350,0.577,0.629,0.991
8950,0.506,0.681,0.901,0.953,0.159
8951,0.860,0.401,0.221,0.544,0.314
8952,0.854,0.858,0.279,0.970,0.527
8953,0.823,0.867,0.625,0.066,0.547
8954,0.436,0.133,0.891,0.228,0.565
8955,0.224,0.299,0.548,0.229,0.400
8956,0.327,0.255,0.691,0.160,0.465
8957,0.122,0.737,0.492,0.493,0.382
8958,0.729,0.150,0.116,0.579,0.829
8959,0.785,0.528,0.199,0.151,0.349
8960,0.756,0.099,0.768,0.561,0.413
8961,0.974,0.264,0.419,0.522,0.588
8962,0.927,0.879,0.158,0.502,0.827
8963,0.862,0.988,0.374,0.715,0.687
8964,0.225,0.666,0.114,0.874,0.112
8965,0.804,0.029,0.034,0.825,0.384
8966,0.403,0.193,0.603,0.025,0.834
8967,0.496,0.980,0.871,0.096,0.691
8968,0.226,0.519,0.676,0.178,0.507
8969,0.391,0.907,0.695,0.800,0.170
8970,0.235,0.909,0.301,0.915,0.857
8971,0.269,0.936,0.946,0.239,0.491
8972,0.578,0.379,0.005,0.956,0.758
8973,0.457,0.320,0.114,0.965,0.452
8974,0.135,0.710,0.141,0.978,0.646
8975,0.299,0.575,0.000,0.854,0.008
8976,0.232,0.709,0.413,0.995,0.478
8977,0.664,0.811,0.380,0.275,0.339
8978,0.527,0.666,0.197,0.229,0.989
8979,0.856,0.004,0.210,0.059,0.519
8980,0.131,0.720,0.276,0.044,0.132
8981,0.630,0.297,0.195,0.051,0.388
8982,0.780,0.856,0.700,0.137,0.498
8983,0.577,0.054,0.012,0.586,0.096
8984,0.303,0.768,0.647,0.540,0.633
8985,0.209,0.921,0.414,0.471,0.631
8986,0.819,0.788,0.747,0.652,0.924
8987,0.358,0.720,0.324,0.979,0.121
8988,0.042,0.402,0.487,0.514,0.036
8989,0.019,0.286,0.752,0.609,0.748
8990,0.866,0.971,0.826,0.247,0.255
8991,0.545,0.940,0.255,0.028,0.595
8992,0.590,0.681,0.340,0.267,0.950
8993,0.940,0.937,0.863,0.846,0.493
8994,0.778,0.242,0.246,0.741,0.225
8995,0.235,0.072,0.052,0.779,0.999
8996,0.993,0.717,0.980,0.301,0.680
8997,0.042,0.391,0.795,0.069,0.653
8998,0.583,0.194,0.302,0.282,0.615
8999,0.110,0.363,0.991,0.817,0.021
9000,0.901,0.811,0.615,0.490,0.382
9001,0.260,0.694,0.266,0.474,0.030
9002,0.098,0.346,0.565,0.449,0.717
9003,0.447,0.375,0.960,0.197,0.567
9004,0.927,0.971,0.529,0.477,0.518
9005,0.906,0.431,0.076,0.953,0.172
9006,0.157,0.489,0.989,0.094,0.596
9007,0.674,0.867,0.535,0.301,0.110
9008,0.824,0.061,0.643,0.794,0.682
9009,0.025,0.394,0.416,0.991,0.865
9010,0.891,0.036,0.671,0.244,0.363
9011,0.062,0.824,0.414,0.153,0.574
9012,0.153,0.312,0.327,0.324,0.449
9013,0.455,0.610,0.828,0.739,0.668
9014,0.665,0.037,0.951,0.032,0.503
9015,0.984,0.441,0.204,0.172,0.677
9016,0.320,0.467,0.993,0.252,0.266
9017,0.406,0.263,0.063,0.441,0.148
9018,0.762,0.955,0.219,0.441,0.423
9019,0.431,0.630,0.703,0.176,0.825
9020,0.839,0.351,0.370,0.851,0.518
9021,0.327,0.119,0.112,0.664,0.792
9022,0.627,0.244,0.270,0.343,0.800
9023,0.373,0.282,0.982,0.469,0.475
9024,0.431,0.275,0.138,0.055,0.851
9025,0.795,0.452,0.263,0.906,0.005
9026,0.546,0.230,0.232,0.171,0.970
9027,0.897,0.854,0.791,0.196,0.103
9028,0.141,0.263,0.562,0.998,0.501
9029,0.219,0.102,0.148,0.952,0.013
9030,0.916,0.812,0.157,0.371,0.598
9031,0.992,0.051,0.059,0.782,0.773
9032,0.948,0.778,0.047,0.408,0.889
9033,0.172,0.247,0.330,0.033,0.945
9034,0.861,0.029,0.117,0.637,0.079
9035,0.264,0.325,0.497,0.165,0.646
9036,0.465,0.248,0.108,0.994,0.992
9037,0.268,0.683,0.208,0.242,0.862
9038,0.830,0.613,0.248,0.854,0.686
9039,0.879,0.610,0.665,0.712,0.622
9040,0.214,0.453,0.077,0.776,0.033
9041,0.593,0.896,0.632,0.853,0.035
9042,0.949,0.240,0.527,0.576,0.252
9043,0.488,0.272,0.143,0.193,0.763
9044,0.628,0.532,0.002,0.582,0.883
9045,0.872,0.995,0.925,0.204,0.288
9046,0.363,0.328,0.216,0.838,0.302
9047,0.964,0.512,0.851,0.910,0.037
9048,0.388,0.172,0.583,0.836,0.155
9049,0.708,0.637,0.689,0.512,0.857
9050,0.472,0.880,0.814,0.083,0.894
9051,0.330,0.543,0.942,0.131,0.446
9052,0.911,0.311,0.687,0.096,0.358
9053,0.449,0.402,0.116,0.603,0.785
9054,0.020,0.082,0.071,0.010,0.088
9055,0.356,0.735,0.117,0.263,0.565
9056,0.855,0.548,0.947,0.737,0.664
9057,0.469,0.724,0.308,0.793,0.539
9058,0.224,0.070,0.086,0.203,0.917
9059,0.934,0.539,0.673,0.810,0.078
9060,0.267,0.302,0.191,0.613,0.776
9061,0.939,0.353,0.469,0.319,0.218
9062,0.722,0.541,0.786,0.470,0.912
9063,0.513,0.420,0.079,0.033,0.964
9064,0.604,0.664,0.976,0.501,0.118
9065,0.434,0.536,0.719,0.569,0.404
9066,0.939,0.685,0.116,0.960,0.772
9067,0.545,0.258,0.418,0.356,0.571
9068,0.178,0.803,0.327,0.637,0.089
9069,0.087,0.564,0.682,0.063,0.484
9070,0.621,0.197,0.113,0.242,0.510
9071,0.137,0.612,0.542,0.034,0.961
9072,0.757,0.759,0.844,0.683,0.405
9073,0.343,0.065,0.936,0.544,0.003
9074,0.638,0.020,0.608,0.730,0.493
9075,0.855,0.053,0.410,0.291,0.553
9076,0.930,0.435,0.744,0.057,0.649
9077,0.776,0.467,0.916,0.814,0.435
9078,0.908,0.814,0.739,0.042,0.128
9079,0.897,0.268,0.679,0.138,0.315
9080,0.583,0.622,0.028,0.615,0.973
9081,0.850,0.367,0.820,0.934,0.589
9082,0.207,0.071,0.575,0.106,0.552
9083,0.694,0.005,0.255,0.356,0.429
9084,0.286,0.957,0.921,0.342,0.563
9085,0.961,0.111,0.649,0.209,0.716
9086,0.899,0.253,0.141,0.110,0.615
9087,0.326,0.017,0.200,0.704,0.662
9088,0.657,0.755,0.935,0.853,0.888
9089,0.599,0.788,0.558,0.955,0.301
9090,0.153,0.272,0.837,0.693,0.607
9091,0.030,0.025,0.093,0.234,0.428
9092,0.842,0.842,0.408,0.191,0.942
9093,0.978,0.975,0.278,0.407,0.431
9094,0.003,0.160,0.781,0.112,0.650
9095,0.488,0.453,0.684,0.722,0.849
9096,0.025,0.575,0.150,0.657,0.695
9097,0.032,0.023,0.546,0.245,0.600
9098,0.723,0.808,0.879,0.458,0.446
9099,0.516,0.069,0.452,0.639,0.984
9100,0.540,0.495,0.882,0.125,0.700
9101,0.272,0.361,0.079,0.170,0.796
9102,0.349,0.221,0.514,0.433,0.051
9103,0.265,0.939,0.474,0.756,0.754
9104,0.509,0.196,0.502,0.619,0.369
9105,0.601,0.334,0.882,0.608,0.741
9106,0.821,0.819,0.593,0.580,0.711
9107,0.040,0.106,0.854,0.445,0.037
9108,0.110,0.290,0.832,0.725,0.766
9109,0.824,0.322,0.355,0.171,0.191
9110,0.179,0.978,0.342,0.361,0.352
9111,0.362,0.189,0.812,0.996,0.791
9112,0.539,0.574,0.391,0.763,0.825
9113,0.294,0.490,0.947,0.696,0.317
9114,0.437,0.122,0.638,0.927,0.190
9115,0.018,0.690,0.448,0.792,0.115
9116,0.443,0.836,0.951,0.513,0.850
9117,0.809,0.320,0.883,0.780,0.262
9118,0.283,0.413,0.890,0.973,0.097
9119,0.369,0.130,0.101,0.979,0.585
9120,0.129,0.056,0.065,0.744,0.772
9121,0.631,0.243,0.804,0.527,0.156
9122,0.498,0.278,0.439,0.603,0.778
9123,0.388,0.298,0.201,0.386,0.288
9124,0.141,0.125,0.534,0.665,0.124
9125,0.281,0.041,0.008,0.834,0.003
9126,0.079,0.777,0.233,0.742,0.536
9127,0.498,0.800,0.479,0.806,0.541
9128,0.875,0.606,0.786,0.968,0.894
9129,0.536,0.415,0.379,0.944,0.114
9130,0.367,0.114,0.063,0.195,0.397
9131,0.534,0.790,0.446,0.399,0.339
9132,0.754,0.474,0.462,0.069,0.468
9133,0.911,0.071,0.966,0.140,0.951
9134,0.127,0.389,0.958,0.164,0.658
9135,0.815,0.280,0.089,0.919,0.274
9136,0.123,0.254,0.086,0.747,0.622
9137,0.763,0.896,0.651,0.418,0.543
9138,0.398,0.048,0.493,0.651,0.448
9139,0.615,0.627,0.806,0.693,0.756
9140,0.459,0.429,0.584,0.410,0.146
9141,0.060,0.372,0.305,0.722,0.936
9142,0.157,0.380,0.578,0.924,0.776
9143,0.090,0.919,0.736,0.747,0.121
9144,0.660,0.554,0.541,0.825,0.997
9145,0.760,0.139,0.320,0.799,0.467
9146,0.262,0.797,0.038,0.940,0.623
9147,0.018,0.726,0.788,0.290,0.391
9148,0.184,0.028,0.560,0.292,0.045
9149,0.737,0.744,0.485,0.064,0.011
9150,0.927,0.594,0.691,0.400,0.074
9151,0.599,0.354,0.806,0.797,0.221
9152,0.575,0.074,0.762,0.886,0.379
9153,0.155,0.956,0.679,0.921,0.761
9154,0.978,0.347,0.892,0.907,0.127
9155,0.902,0.085,0.587,0.283,0.879
9156,0.420,0.096,0.490,0.590,0.853
9157,0.214,0.717,0.017,0.845,0.506
9158,0.471,0.130,0.507,0.536,0.836
9159,0.475,0.078,0.637,0.997,0.863
9160,0.163,0.216,0.551,0.875,0.009
9161,0.262,0.681,0.663,0.168,0.857
9162,0.834,0.245,0.093,0.982,0.636
9163,0.076,0.548,0.872,0.632,0.174
9164,0.248,0.473,0.883,0.518,0.815
9165,0.331,0.571,0.723,0.933,0.337
9166,0.559,0.242,0.613,0.363,0.275
9167,0.462,0.564,0.740,0.372,0.099
9168,0.003,0.894,0.392,0.249,0.666
9169,0.267,0.025,0.293,0.386,0.772
9170,0.652,0.600,0.390,0.654,0.553
9171,0.655,0.346,0.599,0.539,0.784
9172,0.311,0.340,0.795,0.142,0.930
9173,0.795,0.416,0.986,0.631,0.005
9174,0.436,0.573,0.127,0.716,0.174
9175,0.170,0.192,0.524,0.349,0.827
9176,0.580,0.861,0.749,0.487,0.945
9177,0.008,0.181,0.998,0.781,0.481
9178,0.078,0.355,0.763,0.864,0.389
9179,0.240,0.291,0.134,0.335,0.573
9180,0.751,0.048,0.194,0.294,0.732
9181,0.985,0.524,0.070,0.435,0.927
9182,0.148,0.935,0.592,0.914,0.761
9183,0.169,0.489,0.446,0.275,0.827
9184,0.095,0.712,0.830,0.466,0.885
9185,0.508,0.000,0.519,0.665,0.938
9186,0.841,0.700,0.610,0.746,0.312
9187,0.585,0.749,0.219,0.080,0.210
9188,0.354,0.121,0.873,0.125,0.026
9189,0.062,0.367,0.858,0.803,0.016
9190,0.034,0.133,0.261,0.460,0.528
9191,0.529,0.435,0.745,0.955,0.466
9192,0.330,0.854,0.787,0.559,0.968
9193,0.673,0.304,0.392,0.185,0.257
9194,0.178,0.722,0.847,0.347,0.211
9195,0.973,0.778,0.570,0.306,0.624
9196,0.420,0.331,0.474,0.757,0.213
9197,0.415,0.031,0.625,0.698,0.673
9198,0.190,0.518,0.646,0.024,0.917
9199,0.654,0.835,0.159,0.284,0.046
9200,0.701,0.978,0.520,0.527,0.738
9201,0.808,0.645,0.207,0.425,0.864
9202,0.854,0.623,0.433,0.264,0.812
9203,0.776,0.049,0.135,0.611,0.055
9204,0.097,0.009,0.441,0.771,0.073
9205,0.731,0.970,0.667,0.897,0.596
9206,0.978,0.280,0.449,0.265,0.082
9207,0.503,0.016,0.299,0.276,0.025
9208,0.879,0.816,0.547,0.585,0.539
9209,0.871,0.094,0.143,0.495,0.633
9210,0.486,0.129,0.061,0.340,0.691
9211,0.921,0.445,0.311,0.024,0.555
9212,0.192,0.005,0.971,0.487,0.153
9213,0.221,0.275,0.904,0.327,0.071
9214,0.890,0.674,0.275,0.261,0.156
9215,0.539,0.348,0.584,0.072,0.571
9216,0.606,0.217,0.613,0.215,0.135
9217,0.615,0.856,0.473,0.485,0.300
9218,0.096,0.914,0.037,0.838,0.217
9219,0.236,0.442,0.635,0.356,0.032
9220,0.708,0.958,0.272,0.275,0.119
9221,0.787,0.906,0.797,0.932,0.644
9222,0.339,0.675,0.729,0.586,0.716
9223,0.026,0.347,0.897,0.735,0.181
9224,0.582,0.839,0.990,0.582,0.208
9225,0.042,0.792,0.034,0.433,0.697
9226,0.091,0.150,0.583,0.751,0.780
9227,0.895,0.686,0.754,0.956,0.186
9228,0.626,0.781,0.706,0.356,0.711
9229,0.164,0.579,0.169,0.825,0.357
9230,0.196,0.760,0.807,0.330,0.399
9231,0.497,0.363,0.369,0.899,0.338
9232,0.565,0.964,0.663,0.657,0.995
9233,0.814,0.153,0.879,0.661,0.579
9234,0.117,0.531,0.079,0.155,0.833
9235,0.441,0.354,0.697,0.577,0.939
9236,0.653,0.521,0.620,0.825,0.186
9237,0.336,0.247,0.799,0.719,0.930
9238,0.124,0.816,0.680,0.579,0.837
9239,0.503,0.103,0.960,0.587,0.418
9240,0.040,0.261,0.829,0.380,0.559
9241,0.537,0.106,0.571,0.125,0.087
9242,0.464,0.360,0.995,0.770,0.594
9243,0.099,0.217,0.736,0.295,0.195
9244,0.982,0.013,0.939,0.864,0.360
9245,0.732,0.368,0.862,0.914,0.573
9246,0.049,0.376,0.270,0.158,0.384
9247,0.995,0.501,0.742,0.772,0.336
9248,0.113,0.492,0.413,0.481,0.453
9249,0.083,0.857,0.859,0.646,0.126
9250,0.985,0.556,0.518,0.135,0.457
9251,0.365,0.504,0.378,0.662,0.044
9252,0.277,0.977,0.843,0.369,0.646
9253,0.020,0.399,0.575,0.314,0.319
9254,0.313,0.665,0.239,0.657,0.293
9255,0.920,0.680,0.038,0.484,0.639
9256,0.483,0.478,0.539,0.780,0.787
9257,0.356,0.440,0.704,0.168,0.204
9258,0.690,0.671,0.121,0.064,0.430
9259,0.087,0.961,0.263,0.540,0.742
9260,0.425,0.478,0.082,0.464,0.710
9261,0.512,0.215,0.656,0.252,0.055
9262,0.336,0.178,0.272,0.035,0.310
9263,0.896,0.014,0.838,0.549,0.028
9264,0.641,0.841,0.149,0.093,0.942
9265,0.160,0.492,0.867,0.395,0.499
9266,0.496,0.270,0.589,0.284,0.178
9267,0.502,0.734,0.010,0.313,0.077
9268,0.775,0.898,0.749,0.621,0.617
9269,0.471,0.379,0.419,0.119,0.652
9270,0.854,0.763,0.783,0.336,0.867
9271,0.057,0.547,0.150,0.253,0.525
9272,0.664,0.315,0.200,0.069,0.434
9273,0.082,0.578,0.548,0.470,0.218
9274,0.779,0.269,0.251,0.417,0.476
9275,0.970,0.947,0.293,0.403,0.962
9276,0.890,0.842,0.585,0.370,0.607
9277,0.862,0.473,0.626,0.040,0.850
9278,0.046,0.424,0.417,0.299,0.308
9279,0.415,0.267,0.187,0.517,0.764
9280,0.240,0.657,0.153,0.563,0.693
9281,0.549,0.883,0.782,0.538,0.492
9282,0.714,0.083,0.415,0.728,0.139
9283,0.367,0.110,0.687,0.302,0.347
9284,0.060,0.629,0.128,0.803,0.875
9285,0.321,0.918,0.430,0.125,0.820
9286,0.116,0.335,0.988,0.895,0.856
9287,0.329,0.992,0.561,0.385,0.122
9288,0.786,0.448,0.669,0.403,0.755
9289,0.473,0.332,0.582,0.359,0.387
9290,0.558,0.671,0.273,0.279,0.749
9291,0.352,0.737,0.060,0.544,0.818
9292,0.076,0.286,0.265,0.362,0.986
9293,0.385,0.979,0.017,0.025,0.553
9294,0.145,0.761,0.723,0.083,0.247
9295,0.952,0.871,0.889,0.909,0.673
9296,0.821,0.317,0.726,0.625,0.111
9297,0.141,0.467,0.036,0.313,0.783
9298,0.342,0.840,0.768,0.417,0.750
9299,1.000,0.792,0.560,0.315,0.456
9300,0.023,0.199,0.013,0.627,0.792
9301,0.266,0.900,0.782,0.804,0.495
9302,0.293,0.887,0.947,0.321,0.231
9303,0.724,0.760,0.473,0.722,0.172
9304,0.932,0.371,0.583,0.552,0.239
9305,0.249,0.636,0.841,0.461,0.168
9306,0.650,0.393,0.188,0.748,0.717
9307,0.506,0.865,0.461,0.648,0.821
9308,0.097,0.829,0.597,0.072,0.008
9309,0.701,0.352,0.145,0.399,0.077
9310,0.644,0.751,0.577,0.602,0.376
9311,0.280,0.958,0.961,0.893,0.556
9312,0.998,0.869,0.295,0.290,0.550
9313,0.270,0.310,0.990,0.512,0.639
9314,0.430,0.979,0.475,0.007,0.869
9315,0.943,0.173,0.432,0.379,0.146
9316,0.693,0.164,0.128,0.018,0.787
9317,0.673,0.638,0.359,0.137,0.058
9318,0.277,0.782,0.070,0.070,0.875
9319,0.366,0.090,0.151,0.857,0.680
9320,0.526,0.422,0.702,0.506,0.770
9321,0.532,0.607,0.593,0.845,0.629
9322,0.031,0.732,0.525,0.483,0.148
9323,0.291,0.801,0.984,0.327,0.106
9324,0.274,0.806,0.465,0.259,0.962
9325,0.021,0.362,0.893,0.095,0.843
9326,0.383,0.634,0.691,0.492,0.287
9327,0.599,0.100,0.355,0.507,0.256
9328,0.244,0.261,0.108,0.576,0.993
9329,0.689,0.324,0.043,0.952,0.164
9330,0.906,0.058,0.961,0.918,0.425
9331,0.215,0.787,0.152,0.367,0.739
9332,0.780,0.861,0.059,0.069,0.801
9333,0.245,0.471,0.255,0.293,0.182
9334,0.473,0.317,0.239,0.116,0.410
9335,0.189,0.645,0.967,0.743,0.222
9336,0.313,0.349,0.070,0.451,0.934
9337,0.485,0.056,0.011,0.941,0.666
9338,0.668,0.159,0.150,0.028,0.650
9339,0.307,0.933,0.690,0.354,0.380
9340,0.565,0.036,0.865,0.579,0.431
9341,0.023,0.893,0.336,0.968,0.903
9342,0.020,0.828,0.595,0.711,0.724
9343,0.951,0.372,0.163,0.062,0.020
9344,0.814,0.379,0.002,0.846,0.110
9345,0.973,0.205,0.983,0.966,0.605
9346,0.448,0.146,0.450,0.067,0.013
9347,0.774,0.489,0.308,0.085,0.706
9348,0.130,0.605,0.622,0.739,0.289
9349,0.235,0.200,0.636,0.452,0.608
9350,0.081,0.772,0.747,0.812,0.101
9351,0.218,0.835,0.878,0.999,0.488
9352,0.352,0.941,0.525,0.595,0.969
9353,0.607,0.962,0.324,0.727,0.519
9354,0.742,0.833,0.967,0.080,0.431
9355,0.785,0.063,0.749,0.733,0.228
9356,0.151,0.160,0.072,0.336,0.238
9357,0.527,0.976,0.965,0.383,0.476
9358,0.727,0.671,0.138,0.472,0.714
9359,0.499,0.065,0.485,0.486,0.356
9360,0.943,0.386,0.762,0.263,0.222
9361,0.848,0.564,0.073,0.408,0.203
9362,0.186,0.573,0.295,0.777,0.935
9363,0.961,0.404,0.727,0.451,0.842
9364,0.556,0.297,0.943,0.792,0.233
9365,0.704,0.856,0.462,0.274,0.586
9366,0.337,0.965,0.497,0.039,0.346
9367,0.972,0.036,0.822,0.438,0.565
9368,0.533,0.194,0.023,0.375,0.862
9369,0.219,0.398,0.965,0.684,0.087
9370,0.955,0.716,0.018,0.165,0.757
9371,0.718,0.932,0.023,0.095,0.281
9372,0.655,0.655,0.751,0.722,0.650
9373,0.474,0.408,0.037,0.686,0.426
9374,0.090,0.897,0.511,0.748,0.533
9375,0.174,0.536,0.484,0.147,0.867
9376,0.803,0.851,0.555,0.854,0.657
9377,0.946,0.773,0.378,0.684,0.099
9378,0.730,0.549,0.964,0.364,0.204
9379,0.444,0.141,0.268,0.238,0.556
9380,0.576,0.966,0.741,0.462,0.674
9381,0.344,0.301,0.580,0.504,0.494
9382,0.199,0.781,0.975,0.171,0.240
9383,0.473,0.200,0.545,0.287,0.457
9384,0.115,0.543,0.314,0.512,0.086
9385,0.615,0.416,0.200,0.023,0.546
9386,0.411,0.811,0.473,0.256,0.618
9387,0.730,0.258,0.199,0.935,0.753
9388,0.513,0.024,0.541,0.050,0.362
9389,0.699,0.462,0.531,0.079,0.151
9390,0.722,0.354,0.296,0.806,0.004
9391,0.178,0.704,0.107,0.608,0.579
9392,0.746,0.194,0.949,0.696,0.999
9393,0.487,0.018,0.825,0.299,0.789
9394,0.037,0.137,0.169,0.894,0.002
9395,0.135,0.784,0.423,0.918,0.770
9396,0.541,0.737,0.325,0.374,0.265
9397,0.336,0.154,0.671,0.233,0.136
9398,0.004,0.199,0.488,0.329,0.734
9399,0.377,0.370,0.350,0.623,0.348
9400,0.780,0.631,0.429,0.438,0.488
9401,0.397,0.390,0.751,0.676,0.766
9402,0.586,0.012,0.017,0.805,0.112
9403,0.184,0.797,0.977,0.171,0.838
9404,0.991,0.665,0.585,0.470,0.742
9405,0.012,0.165,0.216,0.384,0.408
9406,0.076,0.457,0.023,0.313,0.626
9407,0.856,0.698,0.988,0.864,0.260
9408,0.294,0.920,0.016,0.702,0.732
9409,0.384,0.052,0.513,0.424,0.628
9410,0.609,0.104,0.632,0.624,0.100
9411,0.611,0.146,0.214,0.073,0.941
9412,0.660,0.718,0.789,0.186,0.338
9413,0.768,0.557,0.571,0.295,0.215
9414,0.571,0.299,0.178,0.438,0.861
9415,0.704,0.573,0.279,0.518,0.096
9416,0.707,0.140,0.517,0.582,0.816
9417,0.477,0.313,0.906,0.564,0.033
9418,0.880,0.061,0.132,0.704,0.015
9419,0.025,0.917,0.806,0.544,0.466
9420,0.337,0.909,0.523,0.678,0.854
9421,0.078,0.665,0.339,0.201,0.561
9422,0.973,0.883,0.756,0.475,0.041
9423,0.426,0.140,0.027,0.515,0.220
9424,0.425,0.159,0.012,0.536,0.779
9425,0.276,0.166,0.745,0.980,0.889
9426,0.518,0.118,0.004,0.611,0.725
9427,0.512,0.795,0.892,0.899,0.687
9428,0.416,0.325,0.919,0.482,0.999
9429,0.105,0.272,0.440,0.314,0.477
9430,0.272,0.766,0.300,0.589,0.558
9431,0.698,0.624,0.207,0.378,0.468
9432,0.169,0.164,0.501,0.023,0.394
9433,0.263,0.558,0.610,0.631,0.565
9434,0.248,0.125,0.771,0.676,0.082
9435,0.865,0.204,0.668,0.340,0.933
9436,0.588,0.741,0.436,0.108,0.740
9437,0.594,0.182,0.420,0.966,0.750
9438,0.330,1.000,0.196,0.737,0.323
9439,0.078,0.575,0.140,0.408,0.110
9440,0.603,0.008,0.146,0.124,0.435
9441,0.984,0.859,0.313,0.750,0.870
9442,0.770,0.824,0.426,0.001,0.396
9443,0.433,0.354,0.937,0.283,0.530
9444,0.876,0.515,0.310,0.399,0.735
9445,0.201,0.601,0.315,0.892,0.035
9446,0.545,0.374,0.273,0.199,0.562
9447,0.290,0.312,0.378,0.009,0.619
9448,0.145,0.641,0.075,0.002,0.438
9449,0.518,0.586,0.058,0.146,0.332
9450,0.411,0.488,0.929,0.587,0.535
9451,0.805,0.573,0.421,0.957,0.881
9452,0.512,0.692,0.252,0.117,0.482
9453,0.272,0.037,0.662,0.399,0.492
9454,0.597,0.538,0.800,0.531,0.607
9455,0.931,0.552,0.693,0.236,0.196
9456,0.096,0.169,0.920,0.296,0.198
9457,0.899,0.714,0.513,0.999,0.552
9458,0.497,0.269,0.231,0.493,0.209
9459,0.800,0.558,0.859,0.971,0.253
9460,0.404,0.465,0.184,0.486,0.047
9461,0.374,0.654,0.504,0.442,0.372
9462,0.381,0.965,0.996,0.471,0.886
9463,0.675,0.491,0.856,0.870,0.299
9464,0.455,0.326,0.529,0.801,0.522
9465,0.392,0.118,0.267,0.774,0.681
9466,0.157,0.843,0.608,0.185,0.270
9467,0.493,0.409,0.183,0.791,0.153
9468,0.208,0.410,0.111,0.656,0.527
9469,0.116,0.267,0.480,0.844,0.205
9470,0.405,0.996,0.427,0.578,0.545
9471,0.358,0.839,0.097,0.586,0.630
9472,0.057,0.390,0.566,0.027,0.984
9473,0.788,0.989,0.399,0.124,0.305
9474,0.478,0.205,0.296,0.481,0.081
9475,0.239,0.598,0.300,0.310,0.366
9476,0.255,0.159,0.417,0.315,0.595
9477,0.020,0.434,0.362,0.170,0.509
9478,0.254,0.412,0.942,0.656,0.388
9479,0.505,0.555,0.406,0.045,0.309
